No.,entity,BAU Name lang,BAU Adresse 2 lang,Country/Region Code,City,Post Code
360347,Atlas,Neuss Plan OHG,Im Lipperfeld 9a,D,Oberhausen,46047
360348,Atlas,Flur Park KG,Hiberniastr. 7,D,Bottrop,46240
360349,Atlas,Xaver Immobilien Bau GmbH,Hauptstraße 55,D,Marienfeld,33428
360350,Atlas,Sohl Consulting AG,Rhöndorfer Str. 9,D,Bad Honnef,53604
360351,Atlas,Pfahl Construction AG,Graditzer Str. 24,D,Köln,50735
360352,Atlas,Troisdorf Service Verwaltungs GmbH,Ulmenweg 29,DE,Pulheim,50259
360358,Atlas,Cramer Wirtschaft Bau GmbH,Lise-Meitner-Straße 1,D,Heinsberg,52525
360362,Atlas,Zülpich Construction OHG,Schafhausener Straße 13,D,Heinsberg,52525
360363,Atlas,Linde Haus KG,Uhlandstraße 56,D,Düsseldorf,40237
360364,Atlas,Jülich Umwelt Bau GmbH,Amsterdamer Straße 192,D,Köln,50735
360365,Atlas,Ulmen Zentrum Holding GmbH,Paschenfurth 4b,D,Neukirchen-Vluyn,47506
360366,Atlas,Linde Construction OHG,Monnetstraße 24,D,Würselen,52146
360383,Atlas,Kleve Property OHG,Robert-Bosch-Straße 57,D,Köln,50769
360432,Atlas,Iserlohn Solutions Service GmbH,Otto-von-Guericke-Ring 3,D,Wiesbaden,65205
360458,Atlas,Mauer Materials Technik GmbH,Schalbruch 30,D,Haan,42781
360459,Atlas,Gerber Property Technik GmbH,Jahnstraße 10,D,Düsseldorf,40215
360487,Atlas,Troisdorf Concept AG,Im Hagenkamp 10,D,Waldfeucht,52525
360488,Atlas,Dachstein Concept Bau GmbH,Heinsberger Str. 45,D,Geilenkirchen,52511
360494,Atlas,Torf Industrie GbR,Max-Planck-Straße 6,D,Köln,50858
360504,Atlas,Sander Park GbR,Heinsberger Straße 76,D,Geilenkirchen,52511
360508,Atlas,Junker Materials AG,Industriestraße 5,D,Heinsberg,52525
360510,Atlas,Merker Construction Technik GmbH,Gerhard-Welter-Str. 43,D,Erkelenz,41812
360515,Atlas,Zander Concept GmbH,Steinkirchener Str. 24,D,Wassenberg,41849
360516,Atlas,Neuss Wirtschaft Service GmbH,Wittbräucker Str. 3,D,Dortmund,44287
360518,Atlas,Wegberg Solutions Verwaltungs GmbH,Oppenhoffallee 8,D,Aachen,52066
360519,Atlas,Wegberg Construction GbR,Martin-Struff-Str. 31,D,Alsdorf,52477
360520,Atlas,Zülpich Park Bau GmbH,Wilhelmstraße 23,D,Aachen,52070
360521,Atlas,Geilenkirchen Wirtschaft Technik GmbH,Undinestr. 43,D,Berlin,12203
360528,Atlas,Paderborn Real GmbH & Co. KG,Dinsingstr. 5,D,Viersen,41748
360540,Atlas,Kleve Property OHG,Reisholzer Werftstraße 38-42,D,Düsseldorf,40589
360541,Atlas,Geilenkirchen Industrie Verwaltungs GmbH,Kaiserstraße 100,D,Herzogenrath,52134
360555,Atlas,Gerber Invest KG,Bleichenbrücke 9,D,Hamburg,20354
360556,Atlas,Hammel Consulting KG,Altenberger Straße 3,D,Wermelskirchen,42929
360557,Atlas,Dreher Holding GbR,Roßstraße 94,D,Düsseldorf,40476
360594,Atlas,Wald Management KG,Heinrich-Hertz-Straße 42,D,Erkrath,40699
360595,Atlas,Pfeifer Zentrum Verwaltungs GmbH,Im Süsterfeld 1,D,Aachen,52072
360596,Atlas,Xaver Partner SE,Rüttenscheider Str. 144,D,Essen,45131
360597,Atlas,Wald Service SE,Im Süsterfeld 1,D,Aachen,52072
360598,Atlas,Jülich Construction KG,Galgheide 16,D,Schwalmtal,41366
360599,Atlas,Jülich System Technik GmbH,Industriestraße 1,D,Pulheim,50259
360600,Atlas,Ulmen Energy GmbH,Kleine Kumm 5,D,Merzenich,52399
360601,Atlas,Altenberg Capital Technik GmbH,Nikolaus-Otto-Straße 1,D,Niederkassel,53859
361000,Atlas,Ulmen Tech Holding GmbH,,D,,
361001,Atlas,Viersen Immobilien Verwaltungs GmbH,Brabanter Straße 2 - 4,,Köln,50674
361002,Atlas,Nordmann Capital Verwaltungs GmbH,,D,,
361003,Atlas,Boden Werk AG,Tannenstraße 22,D,Gangelt,52538
361004,Atlas,Keller Haus Technik GmbH,Wurmstraße 4,DE,Heinsberg,52525
361005,Atlas,Junker Wirtschaft Bau GmbH,Im Süsterfeld 6,,Aachen,52072
361006,Atlas,Rheine Plan AG,Krähenhüttenweg 15,,Rösrath,51503
361007,Atlas,Imfeld Materials Technik GmbH,Hochstraße 2,D,Heinsberg,52525
361008,Atlas,Jülich Partner GmbH & Co. KG,Campusallee 4,D,Leverkusen,51379
361009,Atlas,Keller Holding Service GmbH,Hohenschönhauser Str. 51,D,Berlin,13057
361010,Atlas,Unna Park SE,Hiberniastraße 19,D,Bottrop,46240
361011,Atlas,Falkenau Dienst Holding GmbH,Schönebergstraße 5,D,Aachen,52068
361012,Atlas,Flur Property Verwaltungs GmbH,Fixheider Str. 16,D,Leverkusen,51381
361013,Atlas,Falkenau Smart Technik GmbH,Siemensstraße 2,DE,Süssen,73079
361014,Atlas,Emden Facility Technik GmbH,Siemensring 86,,Willich,47877
361015,Atlas,Pfahl Plan GbR,Carl-Zeiss-Straße 38,D,Moers,47445
361016,Atlas,Düren Umwelt Technik GmbH,Dürener Straße 401 B,D,Köln,50858
361017,Atlas,Arnsberg Facility Verwaltungs GmbH,Marktstraße 12,D,Tönisvorst,47918
361018,Atlas,Quast Management AG,Kurt-Schumacher-Damm 16,D,Osnabrück,49078
361019,Atlas,Sohl Real Bau GmbH,Industriestraße 50,D,Heinsberg,52525
361020,Atlas,Hückelhoven Partner OHG,Rheinstraße 2,DE,Hückelhoven,41836
361021,Atlas,Dachstein Smart AG,Rheinstraße 12,D,Hückelhoven,41836
361022,Atlas,Düren Bau Technik GmbH,Bruchstraße,D,Willich,47877
361023,Atlas,Torf Tech Holding GmbH,Kirchstraße 63,D,Hückelhoven,41836
361024,Atlas,Eder Partner Technik GmbH,Waldstr. 92,D,Dietzenbach,63128
361025,Atlas,Regen Energy GmbH,Borsigstraße 70,D,Heinsberg,52525
361026,Atlas,Ilten Consulting Bau GmbH,Klostergasse 1 a,DE,Heinsberg,52525
361027,Atlas,Ammer Capital GmbH,Am Nordkanal 48,D,Willich,47877
361028,Atlas,Eder Verwaltung GbR,Europark Fichtenhain A 10,D,Krefeld,47807
361029,Atlas,Heinsberg Service OHG,Meerbuschstr. 220,,Meerbusch,40670
361030,Atlas,Pfeifer Wirtschaft GbR,Entenpfuhl 21,D,Waldfeucht,52525
361031,Atlas,Neuss Gruppe AG,Campus-Boulevard 57,D,Aachen,52074
361032,Atlas,Ebert Werk GmbH,Azaleenweg 1,D,Meerbusch,40670
361033,Atlas,Wesel Tech KG,Wendelinstraße 17,D,Aachen,52078
361034,Atlas,Castrop Umwelt Bau GmbH,Heilderfeld 1,D,Selfkant-Saeffelen,52538
361035,Atlas,Jäger Construction Holding GmbH,Klosengartenstraße 32,D,Erftstadt,50374
361036,Atlas,Arnsberg Umwelt GmbH,Boxhagener Straße 77-78,,Berlin,10245
361037,Atlas,Paderborn Green Holding GmbH,Zollhof 4,,Düsseldorf,40221
361064,Atlas,Junker Haus Verwaltungs GmbH,Borsigstraße 50,DE,Heinsberg,52525
361067,Atlas,Grund Invest GmbH,Colonia-Allee 10-20,D,Köln,51067
361072,Atlas,Vogt Green OHG,Matthias-Brüggen-Straße 68,D,Köln,50827
361078,Atlas,Brackel Concept GmbH & Co. KG,Ludwigshafener Str. 39,D,Düsseldorf,40229
361079,Atlas,Neuss Resources KG,Hochstr. 174,D,Heinsberg,52525
361084,Atlas,Dreher Construction KG,Nusterweg 90,NL,Sittard,6136 KV
361085,Atlas,Paderborn Property Service GmbH,Rothebuschstraße 158,D,Oberhausen,46119
361086,Atlas,Sohl Recycling Service GmbH,Nusterweg 90,NL,Sittard,6136 KV
361087,Atlas,Wegberg Dienst Service GmbH,Kellershausstraße 48,D,Aachen,52078
361088,Atlas,Fröndenberg Holding GmbH & Co. KG,Nusterweg 100-102,NL,Sittard,6136 KV
361200,Atlas,Linde Resources Bau GmbH,,D,,
361201,Atlas,Thalberg Green Verwaltungs GmbH,Wurmstraße 4,D,Heinsberg,52525
361202,Atlas,Vogt Concept Service GmbH,Industriestraße 5,D,Westerstede,26655
361203,Atlas,Langer Verwaltung AG,Handwerkstr. 15,D,Stuttgart,70565
361204,Atlas,Vogt Real Technik GmbH,Lindenstr. 18,,Berlin,10969
361205,Atlas,Velde Service OHG,Danzigerstr. 8,D,Wassenberg,41849
361206,Atlas,Rheine Estate OHG,Carl-Severing-Straße 192,,Bielefeld,33649
361207,Atlas,Emden Gruppe Bau GmbH,An Fürthenrode 1,,Geilenkirchen,52511
361208,Atlas,Siegen Green KG,Entenpfuhl 25,D,Waldfeucht,52525
361209,Atlas,Linde Solutions Technik GmbH,Stollwerckstraße 32,D,Köln (Poll),51149
361210,Atlas,Zehm Recycling GmbH,Goeppert-Mayer-Str. 36,D,Monheim,40789
361211,Atlas,Kleve Real Bau GmbH,Tuppenend 77,,Viersen,41749
361212,Atlas,Gelsen Holding Holding GmbH,Industriestraße 22a,D,Waldmohr,66914
361213,Atlas,Hallberg Zentrum GbR,Unterheising 6b,,Barbing,93092
361214,Atlas,Paderborn Facility GbR,Karl-Ulitzka-Straße 7,D,Leverkusen,51373
361215,Atlas,Grund Zentrum SE,Ruhrstraße 2,D,Berlin,10709
361216,Atlas,Ochsner Invest Technik GmbH,Oranienstraße 27 - 31,D,Aachen,52066
361217,Atlas,Düren Zentrum Bau GmbH,Gut Hommerschen,D,Geilenkirchen,52511
361218,Atlas,Boden Zentrum KG,Industriestraße 43-57,D,Oyten,28876
361219,Atlas,Heinsberg Capital Service GmbH,Hauptstraße 116,D,Gangelt,52538
361220,Atlas,Hamm Wirtschaft Technik GmbH,Kaiserleistraße 29 / 35,D,Offenbach,63067
361221,Atlas,Lemgo Estate KG,Robert-Bosch-Straße 1,DE,Heinsberg,52525
361222,Atlas,Castrop Solutions SE,Rathausstraße 1,DE,Heinsberg,52525
361223,Atlas,Zehm Bau KG,Sandstraße 106 a,D,Leverkusen,51379
361224,Atlas,Junker Holding SE,Raiffeisenstraße 2,D,Gangelt,52538
361225,Atlas,Falkenau Wirtschaft OHG,Weserstr. 8,D,Hückelhoven,41836
361226,Atlas,Boden Real OHG,Stapper Straße 36-38,DE,Heinsberg,52525
361227,Atlas,Xaver Immobilien Technik GmbH,Ottostraße 1,D,Köln,50859
361228,Atlas,Vogt Tech Bau GmbH,Benzenbergstraße 43,D,Düsseldorf,40219
361229,Atlas,Zander Bau OHG,aachener Str. 69a,,Stolberg,52223
361230,Atlas,Junker Immobilien SE,Fürther Straße 246c,,Nürnberg,90429
361231,Atlas,Torf Resources AG,Rathausstraße 3,D,Kaarst,41564
361232,Atlas,Unna Partner GmbH & Co. KG,Daimlerstraße 26,DE,Übach-Palenberg,52531
361233,Atlas,Brackel Immobilien GmbH & Co. KG,Philipp-Reis-Straße 14,,Dreieich,63303
361234,Atlas,Wegberg Werk Bau GmbH,Häcksbilstein 7,,Kürten,51515
361235,Atlas,Ilten System GbR,Kaubendenstraße 3,,Aachen,52078
361239,Atlas,Geilenkirchen Service Service GmbH,Revalstraße 1,D,Lübeck,23560
361241,Atlas,Ufer Management GbR,Max-Planck-Straße 33,D,Alsdorf,52477
361242,Atlas,Keller Dienst GmbH & Co. KG,Louis-Mannstaedt-Straße 82,D,Troisdorf,53840
361244,Atlas,Emden Partner Technik GmbH,Unterschweinstiege 2 - 14,D,Frankfurt,60549
361248,Atlas,Cramer Resources GmbH & Co. KG,Prämienstraße 58,D,Wegberg-Beeck,41844
361251,Atlas,Merker Bau Bau GmbH,Schönebergstraße 9,DE,Aachen,52068
361252,Atlas,Eder Real KG,Klarenplatz 13,D,Windhagen,53578
361258,Atlas,Olpe Industrie Technik GmbH,Industriestraße 3,D,Nettetal,41334
361259,Atlas,Hamm Zentrum GmbH & Co. KG,Bachstraße 22,D,Aachen,52066
361263,Atlas,Reuter Immobilien GmbH,Rheinische Allee 8,D,Köln,50858
361267,Atlas,Merker Consulting Bau GmbH,Theodor-Kuypers-Str. 11,D,Kalkar,47546
361298,Atlas,Ebert Engineering Holding GmbH,Robert-Koch-Straße 14,D,Geilenkirchen,52511
361299,Atlas,Bergmann Partner AG,Ruhrstr. 28,D,Wetter,58300
361308,Atlas,Pfeifer Bau Service GmbH,Burtscheider Str. 16,D,Aachen,52064
361313,Atlas,Iserlohn Real Bau GmbH,Aufm Hennekamp 45,D,Düsseldorf,40225
361316,Atlas,Aachen Materials Verwaltungs GmbH,Löbauer Str. 75,D,Bautzen,02625
361319,Atlas,Emden Immobilien Technik GmbH,Anton-Heinen-Straße 12,DE,Hückelhoven,41836
361356,Atlas,Grund Park Technik GmbH,Brüsseler Allee 21 a,D,Erkelenz,41812
3613670,Atlas,Geilenkirchen Industrie KG,Eichenhofer Weg 71,D,Wuppertal,42279
361376,Atlas,Paderborn Verwaltung Technik GmbH,Erkelenzer Straße 203,DE,Wassenberg,41849
361377,Atlas,Geilenkirchen Invest Holding GmbH,Industriestraße 54a,DE,Heinsberg,52525
361381,Atlas,Dorsten Property SE,Dam 63,D,Niederkrüchten,41372
361382,Atlas,Zülpich Umwelt Holding GmbH,Seffenter Weg 33b,D,Aachen,52074
361383,Atlas,Altenberg Wirtschaft Service GmbH,Bismarckstraße 9,D,Köln,50672
361384,Atlas,Gelsen Projekt Service GmbH,Aachener Straße 313,D,Köln,50931
361385,Atlas,Junker Verwaltung Technik GmbH,Frölingstr. 15-31,D,Bad Homburg,61352
361386,Atlas,Iserlohn Engineering Service GmbH,Brüsseler Ring 20,D,Aachen,52074
361389,Atlas,Neuer Consulting Holding GmbH,Urseler Straße 10,D,Xanten,46509
361390,Atlas,Neuss Estate Bau GmbH,Ringstraße 120,D,Rheda-Wiedenbrück,33378
361391,Atlas,Sander System Holding GmbH,Schloss Buschfeld,D,Erftstadt,50374
361392,Atlas,Wald Bau Verwaltungs GmbH,Lortzingstraße 39,D,Dorsten,46282
361393,Atlas,Boden Projekt Service GmbH,Langobardenring 4,D,Dorsten,46286
361394,Atlas,Torf Smart GmbH & Co. KG,Goethestraße 18,D,Düren,52349
361395,Atlas,Paderborn Management Technik GmbH,Burgweg 56,D,Dortmund,44145
361396,Atlas,Dorsten Service GbR,Platz dAgen 1,D,Dinslaken,46535
361397,Atlas,Paderborn Verwaltung GbR,Wittbräucker Straße 58,D,Dortmund,44287
361398,Atlas,Troisdorf Materials SE,Zum Engelshof 7,D,Köln,50996
361399,Atlas,Fröndenberg Haus Holding GmbH,Jülicher Straße 97-101,DE,Eschweiler,52249
361400,Atlas,Emden Gruppe Service GmbH,Emil-Figge-Straße 38b,D,Dortmund,44227
361401,Atlas,Düren Management SE,Ferdinand-Porsche-Straße 13,D,Heinsberg,52525
361402,Atlas,Wegberg Immobilien Verwaltungs GmbH,Sopericher Straße 17,D,Waldfeucht,52525
361403,Atlas,Langer Plan GmbH & Co. KG,Augustinusstraße 11d,DE,Frechen,50226
361600,Atlas,Gerber Property GmbH & Co. KG,,D,,
361601,Atlas,Vogt Capital Verwaltungs GmbH,Markt 19,DE,Weimar,99423
361602,Atlas,Falkenau Materials AG,Richard-Wagner-Straße 10-12,DE,Köln,50674
361603,Atlas,Zander Materials GmbH,Driescher Weg 31,D,Waldfeucht,52525
361604,Atlas,Xaver Green Verwaltungs GmbH,Albert-Jansen-Straße 8,D,Geilenkirchen,52511
361605,Atlas,Junker System GmbH,Peter Mitterhofer Strasse 4,AT,Amstetten,3300
361606,Atlas,Zander Immobilien Bau GmbH,Otto-Grimm-Straße 9,,Leverkusen,51373
361607,Atlas,Heinsberg Real KG,Terniepenweg 37,D,Neukirchen-Vluyn,47506
361608,Atlas,Thalberg Materials Verwaltungs GmbH,Kerkenbos 1309 B,NL,Nijmegen,6546 BB
361609,Atlas,Wenger Energy Verwaltungs GmbH,Willy-Brandt-Ring 33,,Viersen,41747
361610,Atlas,Ufer Partner GbR,Liecker Mühle 2 - 4,D,Heinsberg,52525
361611,Atlas,Zülpich System SE,Sohlweg 75,,Niederkrüchten,41372
361612,Atlas,Ilten Haus Bau GmbH,Adlerstraße 52,,Mönchengladbach,41066
361613,Atlas,Flur Solutions GbR,Tangstedter Landstrasse 81,D,Hamburg,22415
361614,Atlas,Olpe Engineering Service GmbH,Industriestraße 1,D,Röttingen,97285
361615,Atlas,Bergmann Haus GbR,von-Humboldt-Straße 118,D,Geilenkirchen,52511
361616,Atlas,Lemgo Tech GmbH,Hansemannstr. 13,D,Würselen,52146
361617,Atlas,Brackel Energy KG,Saatwinkler Damm 60,D,Berlin,13627
361618,Atlas,Mauer Energy Holding GmbH,Industriestraße 50,D,Heinsberg,52525
361619,Atlas,Paderborn Consulting Verwaltungs GmbH,Waldeckerstraße 13,D,Mörfelden-Walldorf,64546
361620,Atlas,Xanten Gruppe Verwaltungs GmbH,Albert-Einstein-Ring 2-6,D,Kleinmachnow,14532
361621,Atlas,Junker Facility Bau GmbH,Urbanusstraße 24,DE,Kreuzau,52372
361622,Atlas,Jülich Wirtschaft GbR,Brüsseler Platz 1,D,Essen,45131
361623,Atlas,Bergmann Tech KG,Industriestraße 8,D,Aldenhoven,52457
361624,Atlas,Reuter Verwaltung SE,Karl-Carstens-Straße 13,D,Würselen,52146
361625,Atlas,Velde Holding GmbH,Durlacher Allee 93,D,Karlsruhe,76131
361626,Atlas,Jäger Resources Verwaltungs GmbH,Promenadenweg 5,DE,Krefeld,47809
361627,Atlas,Wald Real Holding GmbH,Kaiserstraße 100,D,Herzogenrath,52134
361628,Atlas,Zander Consulting GmbH & Co. KG,Hauptstraße 31,D,Erkelenz,41812
361629,Atlas,Bergmann Resources GmbH & Co. KG,Bochumer Str. 2,,Recklinghausen,45661
361630,Atlas,Fröndenberg System Service GmbH,Wemer-Heisenberg-Straße 9A,,Baesweiler,52499
361631,Atlas,Boden Energy Holding GmbH,Daimlerstraße 2,DE,Garching/München,85748
361632,Atlas,Gerber Bau Bau GmbH,Myhler Straße 83,D,Hückelhoven,41836
361633,Atlas,Neuss Tech SE,Trompeterallee 210-222,,Mönchengladbach,41189
361634,Atlas,Keller Dienst KG,Trierer Straße 98a,,Aachen,52078
361635,Atlas,Langer Engineering AG,Tiroler Straße 48,D,Recklinghausen,45659
361638,Atlas,Hückelhoven Consulting OHG,Bessemer Str. 3-5,D,Erkrath,40699
361639,Atlas,Torf Facility SE,Brüsseler Allee 23,D,Erkelenz,41812
361640,Atlas,Hückelhoven Gruppe OHG,St-Jöris-Straße 40,D,Alsdorf,52477
361641,Atlas,Gelsen Resources Verwaltungs GmbH,Breslauer Straße 34-38,,Lingen,49808
361652,Atlas,Brackel Holding Bau GmbH,Greefsallee 1-5,DE,Viersen,41747
361653,Atlas,Wegberg Logistik Service GmbH,Rosenweg 25a,D,Heinsberg,52525
361659,Atlas,Geilenkirchen Materials Bau GmbH,Blindeisenweg 10,D,Neuss,41468
361708,Atlas,Ochsner Umwelt GmbH & Co. KG,Johannismarkt 17,D,Erkelenz,41812
361733,Atlas,Gerber Bau Bau GmbH,Myhler Straße 83,D,Hückelhoven,41836
361734,Atlas,Grund Recycling AG,Industriestraße 50,D,Heinsberg,52525
361735,Atlas,Viersen Capital Holding GmbH,Harscampstr. 63,D,Aachen,52062
361736,Atlas,Thalberg Estate SE,Annuntiatenbach 29a,D,Aachen,52062
361737,Atlas,Pfeifer Gruppe OHG,Johanniterstr. 23,D,Aachen,52064
361738,Atlas,Pfeifer Bau Bau GmbH,Prinzenallee 3,D,Düsseldorf,40549
361739,Atlas,Arnsberg Smart Verwaltungs GmbH,Alfred-Klingele-Str. 32,D,Remshalden,73630
361740,Atlas,Unna Umwelt Verwaltungs GmbH,Senefelder Straße 20,D,Mönchengladbach,41066
361741,Atlas,Linde Service GmbH,Rethelstraße 20,D,Düsseldorf,40237
361742,Atlas,Ammer Dienst GbR,Stauffenbergstr. 18-20,D,Schwäbisch Hall,74523
361743,Atlas,Moers Haus Verwaltungs GmbH,Am Gerstacker 190,D,Mönchengladbach,41238
361744,Atlas,Zehm Capital GmbH & Co. KG,Feldstraße 83,D,Recklinghausen,45661
361745,Atlas,Hallberg Green OHG,Dinstühlerstraße 21,D,Hückelhoven,41836
361746,Atlas,Olpe Construction Bau GmbH,Weihersfeld 54,D,Brüggen,41379
361747,Atlas,Ufer Dienst SE,Heierstraße 16,D,Paderborn,33098
361748,Atlas,Linde Partner Bau GmbH,Kasseler Straße 48-50,D,Zierenberg,34289
361749,Atlas,Reuter Engineering OHG,Hammer Straße 39 a,D,Beckum,59269
361750,Atlas,Thalberg Solutions Verwaltungs GmbH,Overfeldweg 23,D,Leverkusen,51371
361751,Atlas,Neuss Umwelt SE,Horster Weg 2,D,Hamminkeln,46499
361752,Atlas,Junker Real OHG,Bacmeisterstraße 18,D,Lübbecke,32312
361753,Atlas,Pfahl Projekt SE,Remigiusplatz 4,D,Viersen,41747
361754,Atlas,Wenger Materials Service GmbH,Münsterstraße 42b,D,Aachen,52076
361755,Atlas,Quast Werk AG,Im Weingarten 2,D,Bad Salzuflen,32107
361756,Atlas,Xaver Energy Service GmbH,Winterswyker Straße 1b,D,Südlohn,46354
361800,Atlas,Ufer Facility OHG,,D,,
361801,Atlas,Grund Partner GmbH,Kempener Straße 121,D,Heinsberg,52525
361802,Atlas,Moers Energy Service GmbH,Boettgerstraße 6,D,Mönchengladbach,41066
361803,Atlas,Merker Verwaltung AG,Koppersstraße 21,,Düsseldorf,40549
361804,Atlas,Gerber Property GbR,H.-J.-Gormanns-Straße 18,D,Erkelenz,41812
361805,Atlas,Ulmen Green GbR,Gotzweg 195,D,Mönchengladbach,41238
361806,Atlas,Rheine Dienst AG,Kaiserswerther Str. 21,DE,Düsseldorf,40477
361807,Atlas,Moers Engineering Service GmbH,Rijksstraatweg 27,NL,Lomm,5943 AA
361808,Atlas,Düren Gruppe Holding GmbH,An der Glashütte 14,,Gräfenroda,99330
361809,Atlas,Wenger Smart Bau GmbH,Arnoldstr. 15,,Düsseldorf,40479
361810,Atlas,Ammer Invest Holding GmbH,Am Mühlenkamp 29-35,D,Geilenkirchen-Süggerath,52511
361811,Atlas,Sander Smart KG,Neuhauser Straße 32,,Saarbrücken,66113
361812,Atlas,Xaver Holding Verwaltungs GmbH,Südpromenade 37,D,Erkelenz,41812
361813,Atlas,Reuter Logistik GbR,Am Fuchsberg 1,D,Neuss,41468
361814,Atlas,Langer Tech OHG,Erkelenzer Straße 62,D,Heinsberg,52525
361815,Atlas,Bremer Partner AG,Hugo-Eckener-Straße 29,D,Köln,50829
361816,Atlas,Geilenkirchen Smart AG,Hoferweg 26,D,Gangelt-Birgden,52538
361817,Atlas,Gerber Verwaltung GmbH,Konrad-Zuse-Straße 1,D,Alsdorf,52477
361818,Atlas,Merker Consulting Service GmbH,An Fürthenrode 49,D,Geilenkirchen,52511
361819,Atlas,Pfeifer Zentrum GmbH,Industriestraße 50,DE,Heinsberg,52525
361820,Atlas,Unna Park Holding GmbH,Danziger Straße 38,D,Heinsberg,52525
361821,Atlas,Moers Construction Holding GmbH,Humboldtstraße 10,D,Heinsberg,52525
361822,Atlas,Hallberg Property KG,Am Weidenhof 10,D,Heinsberg,52525
361823,Atlas,Dachstein Capital Service GmbH,Kleinheidstraße 16,D,Aachen,52080
361824,Atlas,Reuter Plan SE,Adolf-Dembach-Straße 11,D,Krefeld,47829
361825,Atlas,Moers Property OHG,Borsigstraße 90,D,Heinsberg,52525
361826,Atlas,Viersen Immobilien Service GmbH,Gangolfusstraße 34-36,DE,Heinsberg,52525
361827,Atlas,Nordmann Solutions SE,Industriestraße 50,DE,Heinsberg,52525
361828,Atlas,Regen Holding Bau GmbH,Industriestraße 50,D,Heinsberg,52525
361829,Atlas,Pfeifer Construction KG,Konrad-Zuse-Straße 1,D,Alsdorf,52477
361830,Atlas,Xaver Green GbR,Konrad-Zuse-Straße 1,D,Alsdorf,52477
361831,Atlas,Dachstein Industrie OHG,Halskestraße 9,D,Ratingen,40880
361832,Atlas,Quast Materials GmbH,Industriestraße 50,D,Heinsberg,52525
361833,Atlas,Sohl Dienst GbR,Gewerbering Nord 11,D,Großröhrsdorf,01900
361834,Atlas,Cramer Umwelt GmbH & Co. KG,Herzog-Wilhelm-Str. 41 - 47,D,Geilenkirchen,52511
361835,Atlas,Kreis Resources GmbH,Esslinger Straße 48,D,Aichwald,73773
361836,Atlas,Cramer Park Service GmbH,Frankenallee 71-81,D,Frankfurt/Main,60327
361837,Atlas,Troisdorf Smart Service GmbH,Markt 1,D,Hückelhoven,41836
361838,Atlas,Kleve Engineering Bau GmbH,Reitweg 25,DE,Waldfeucht,52525
361839,Atlas,Eder Projekt Technik GmbH,Wurmstr. 30,DE,Heinsberg,52525
361840,Atlas,Bergmann Energy AG,Rheinstraße 2e,DE,Hückelhoven,41836
361841,Atlas,Wesel Materials AG,Thünenstr. 3,,Lüdenscheid,58511
361842,Atlas,Torf Consulting Verwaltungs GmbH,Thea-Paulus-Straße 16,D,Hürtgenwald,52393
361843,Atlas,Erkelenz Capital GmbH,Rurstraße 10,,Düren,52349
361844,Atlas,Aachen Park AG,Gewerbering Nord 11,D,Großröhrsdorf,01900
361845,Atlas,Nordmann Zentrum GmbH & Co. KG,Am Landhagen 52,,Oelde,59302
361846,Atlas,Pfahl Recycling Technik GmbH,Industriestraße 50,D,Heinsberg,52525
361855,Atlas,Hamm Partner Technik GmbH,Industriestraße 50,D,Heinsberg,52525
361857,Atlas,Ulmen Solutions SE,Gewerbering Nord 11,D,Großröhrsdorf,01900
361858,Atlas,Siegen Construction KG,Industriestraße 50,D,Heinsberg,52525
361859,Atlas,Castrop Management GmbH,Industriestraße 50,D,Heinsberg,52525
361862,Atlas,Boden Verwaltung Verwaltungs GmbH,Industriestraße 50,DE,Heinsberg,52525
361865,Atlas,Ulmen Werk Service GmbH,Industriestraße 50,D,Heinsberg,52525
361866,Atlas,Ulmen Werk Service GmbH,Industriestraße 50,D,Heinsberg,52525
361867,Atlas,Boden Real AG,Industriestraße 50,D,Heinsberg,52525
361885,Atlas,Bergmann Umwelt AG,Transportlaan 25,NL,Geleen,6163 CX
361932,Atlas,Hallberg Haus SE,Gewerbering Nord 11,D,Großröhrsdorf,01900
361934,Atlas,Pfahl Partner SE,Siemensstraße 13,D,Heinsberg,52525
361938,Atlas,Arnsberg Invest SE,Aldenhovenerstr. 7b,D,Baesweiler,52499
361939,Atlas,Vogt Wirtschaft Service GmbH,Nobelstr. 12,D,Stuttgart,70569
361940,Atlas,Erkelenz Partner Bau GmbH,Am Vorgebirgstor 1-3,D,Köln,50969
361941,Atlas,Eder Recycling Bau GmbH,Mandichostr. 18,D,Merching,86504
361942,Atlas,Sohl Park Verwaltungs GmbH,Weinhalde 14-18,D,Waldachtal,72178
361943,Atlas,Hamm Resources KG,Jahnstr. 32,D,Wermelskirchen,42929
361944,Atlas,Cramer Facility SE,KR-Felder-Straße 1,AT,Hall in Tirol,6060
361945,Atlas,Hammel Solutions OHG,Industriestraße 50,D,Heinsberg,52525
361946,Atlas,Xaver Werk AG,Grüner Dyk 36-52,,Krefeld,47803
